Iteration,Payee1_ns,Bank1_ns
1491,551846,3026233
1492,543350,3071185
1493,537639,3078829
1494,544145,3073845
1495,582983,3068694
1496,540918,3017680
1497,541776,3153010
1498,567319,3049303
1499,539888,3049196
1500,559004,3135894
1501,536859,3074373
1502,563620,3073002
1503,586461,3115626
1504,556177,3059396
1505,544814,3198354
1506,632484,3110530
1507,554989,3131152
1508,551769,3092122
1509,536481,3033598
1510,546361,3096487
1511,545790,3045889
1512,548994,3091975
1513,548715,3069510
1514,544685,3056092
1515,544971,3072337
1516,544682,3039881
1517,552790,3036199
1518,536553,3036846
1519,546910,3059584
1520,559074,3031800
1521,544907,3111057
1522,546977,3104040
1523,539405,3056875
1524,540782,3014767
1525,524498,3038089
1526,535433,3043538
1527,540134,3017707
1528,543920,3085919
1529,537931,3044488
1530,545456,3079649
1531,544135,3049517
1532,541784,3050156
1533,554666,3065900
1534,536296,3259349
1535,567043,3057082
1536,563677,3069413
1537,546951,3022814
1538,543225,3019462
1539,678322,3136130
1540,546739,3082753
1541,551279,3057446
1542,561347,3095563
1543,541106,3037790
1544,534578,3049379
1545,539080,3014973
1546,534432,3067620
1547,547288,3077533
1548,557620,3076679
1549,545502,3049085
1550,537235,3061474
1551,554345,3225913
1552,581481,3093562
1553,555538,3098190
1554,553717,3093749
1555,555371,3053803
1556,540384,2994206
1557,544674,3016039
1558,539215,3070104
1559,540873,3023462
1560,537789,3069984
1561,543871,3074841
1562,538589,3048007
1563,531616,3033657
1564,545788,3058411
1565,538548,3020732
1566,537656,3063123
1567,534073,3090715
1568,524631,3026425
1569,532528,3065220
1570,539105,3064002
1571,551438,3115252
1572,527546,3065569
1573,545632,3048164
1574,559153,3133146
1575,536361,3061282
1576,552362,3030651
1577,558050,2986372
1578,557780,2992751
1579,543114,3053538
1580,549870,3067977
1581,540876,3015926
1582,541480,3054608
1583,554275,3087069
1584,542671,3053848
1585,538106,3043339
1586,538578,3042362
1587,531064,3048169
1588,550554,3043749
1589,541171,2998781
1590,532338,3058102
1591,534792,3062827
1592,534748,3017870
1593,564573,3351907
1594,543832,3098411
1595,552839,3152161
1596,553009,3101966
1597,542412,3282891
1598,553498,3114305
1599,538489,3085547
1600,546740,3081533
1601,543684,3092040
1602,544200,3069830
1603,530514,3029129
1604,545599,3089975
1605,564389,3119422
1606,576905,3091653
1607,544913,3002102
1608,550118,3066213
1609,544217,3133327
1610,551559,3049285
1611,565984,3034127
1612,542103,3069455
1613,537618,3099900
1614,547542,3045046
1615,533121,3061722
1616,543372,3077537
1617,549062,3297811
1618,555093,3039479
1619,541586,3083189
1620,539066,3056193
1621,534406,3093624
1622,546005,3058330
1623,537090,3034745
1624,529959,3019503
1625,545811,3030152
1626,544452,3104278
1627,541801,3023862
1628,534156,3054668
1629,533345,3124461
1630,545709,3032577
1631,541503,3055606
1632,550145,3072189
1633,539347,3040041
1634,549797,2990418
1635,543310,3040042
1636,559258,3071094
1637,542871,3053458
1638,540642,3159219
1639,578286,3173053
1640,543769,3050032
1641,541809,3095844
1642,551710,3139603
1643,557817,3096746
1644,553317,3060699
1645,546442,3068547
1646,541859,3162180
1647,579825,3091487
1648,546092,3038682
1649,539969,3047933
1650,546308,3272181
1651,540390,3050300
1652,536952,3082028
1653,558758,3128604
1654,551003,3276719
1655,551301,3071487
1656,535380,3074118
1657,557597,3074075
1658,547038,3125137
1659,540353,3112748
1660,557497,3084222
1661,543676,3192766
1662,551960,3361140
1663,550685,3133489
1664,537208,3020927
1665,530289,3067575
1666,548590,3047021
1667,545367,3161005
1668,550871,3178673
1669,594604,3086761
1670,555525,3157161
1671,563192,3240921
1672,549765,3124221
1673,588811,3104383
1674,554644,3105576
1675,559824,3116098
1676,575567,3116705
1677,573451,3078029
1678,548322,3070706
1679,534952,3059448
1680,552576,3047404
1681,531560,3059325
1682,532592,3144830
1683,556664,3088052
1684,544892,3104522
1685,555453,3073881
1686,544229,3069892
1687,543799,3144449
1688,556488,3126808
1689,556581,3098379
1690,547549,3140152
1691,546132,3071665
1692,533656,3108282
1693,544743,3075306
1694,550418,3090723
1695,535736,3035978
1696,546182,3059192
1697,543076,3123243
1698,535928,3062969
1699,548511,3083321
1700,541494,3152935
1701,548939,3145594
1702,538205,3037779
1703,543969,3185951
1704,550488,3157143
1705,549762,3051873
1706,545130,3055983
1707,552616,3090867
1708,549297,3089151
1709,552331,3054799
1710,526889,3008886
1711,545784,3140342
1712,574999,3149887
1713,553946,3010697
1714,539386,3062046
1715,561582,3084120
1716,544689,3132699
1717,537541,3018880
1718,678465,3108502
1719,547286,3149385
1720,543934,3078852
1721,548667,3032646
1722,559302,3069851
1723,538497,3089061
1724,583035,3075339
1725,540032,3033871
1726,540085,3062123
1727,541540,3064694
1728,547497,3203408
1729,557545,3056830
1730,551339,3096551
1731,536941,3052780
1732,544858,3087583
1733,535779,3085812
1734,556064,3064430
1735,540395,3043194
1736,548397,3028040
1737,546115,3048649
1738,535801,3060603
1739,538626,3083168
1740,537001,3082843
1741,540299,3021757
1742,526993,3040202
1743,531529,3038673
1744,544808,3065757
1745,542562,3061294
1746,550230,3022859
1747,549072,3076070
1748,548161,3072237
1749,546311,3079235
1750,578899,3119895
1751,534455,3106679
1752,538579,3052569
1753,558530,3048752
1754,546977,3076607
1755,576189,3223491
1756,559248,3085067
1757,550479,3289403
1758,560776,3064373
1759,536776,3034230
1760,542459,3018739
1761,535601,3075118
1762,576422,3113037
1763,551704,3070461
1764,545541,3050098
1765,539120,3134662
1766,545558,3093264
1767,548500,3102304
1768,550217,3084936
1769,550797,3079165
1770,556965,3118162
1771,550485,3077402
1772,542503,3091521
1773,541497,3092144
1774,552375,3042356
1775,543262,3092748
1776,541582,3036530
1777,565005,3086662
1778,537254,3079010
1779,537704,3094063
1780,555667,3164464
1781,553140,3182318
1782,572448,3117800
1783,563584,3114336
1784,589363,3116398
1785,553048,3052210
1786,652694,3045532
1787,551623,3090120
1788,548281,3037714
1789,545705,3051014
1790,536642,3099471
1791,556727,3086983
1792,557455,3105926
1793,547031,3086707
1794,554313,3036638
1795,552426,3144950
1796,558727,3068497
1797,536193,3079583
1798,554324,2985927
1799,524385,3036351
1800,539954,3072316
1801,536799,3042271
1802,526002,3120559
1803,555015,3120593
1804,554859,3068954
1805,541046,3034419
1806,548655,3088718
1807,538072,3074457
1808,542364,3094262
1809,542759,3088294
1810,549872,3037305
1811,552927,3032830
1812,533339,3044474
1813,539165,3023780
1814,529630,3050027
1815,556696,3090523
1816,552423,2999220
1817,538555,3127448
1818,540182,3072395
1819,534345,3099038
1820,541415,3008401
1821,537773,3070711
1822,536118,3039250
1823,530040,3006702
1824,543578,3019071
1825,549761,3076152
1826,543452,3069265
1827,557691,3042051
1828,530763,3044415
1829,528400,3079862
1830,529127,3009323
1831,534759,3088583
1832,564553,3083650
1833,566536,3067358
1834,561938,3067557
1835,542186,3355546
1836,562328,3203246
1837,532312,3067324
1838,540577,3038355
1839,540468,3171683
1840,567089,3100502
1841,543838,3159478
1842,556097,3141556
1843,554088,3156614
1844,549207,3108412
1845,541366,3079208
1846,558302,3039734
1847,544343,3087937
1848,554838,3069837
1849,542248,3039472
1850,522542,3072039
1851,535718,3140932
1852,543574,3096910
1853,538661,3038989
1854,553835,3018533
1855,552646,3113022
1856,540521,3052532
1857,533108,3070781
1858,545410,3091108
1859,539527,3230829
1860,541659,3050109
1861,552758,3039976
1862,542879,3099726
1863,576213,3257123
1864,562730,3097376
1865,553942,3060596
1866,537948,3083741
1867,547613,3156264
1868,545740,3093211
1869,546514,3073114
1870,552430,3085117
1871,537191,3118364
1872,543477,3093573
1873,541966,3044729
1874,550363,3094199
1875,546106,3088424
1876,579114,3029752
1877,537217,3031969
1878,557809,3122603
1879,541108,3023598
1880,523738,3175128
1881,535964,3049933
1882,547678,3090811
1883,538046,3116849
1884,550483,3249925
1885,543931,3041938
1886,543777,3058068
1887,539688,3052910
1888,533644,3083541
1889,538967,3079721
1890,524633,3083204
1891,534390,3043090
1892,550370,3034628
1893,543444,3043229
1894,550858,3070192
1895,536682,3006032
1896,558944,3008574
1897,558374,3108217
1898,538011,3040169
1899,529631,3045003
1900,541883,2998899
1901,552014,3034874
1902,536463,3060095
1903,541289,3051804
1904,549675,3044855
1905,537553,3048616
1906,545810,3052803
1907,533223,3051023
1908,527301,3077073
1909,539470,3042326
1910,539130,3094694
1911,539399,3081909
1912,563768,3073753
1913,560186,3172779
1914,546964,3083957
1915,544525,3015775
1916,538690,3053151
1917,534098,3359670
1918,568846,3062453
1919,553852,3083273
1920,566315,3131694
1921,541541,3131824
1922,597351,3130012
1923,558710,3067378
1924,545542,3085712
1925,577641,3038685
1926,539289,3063761
1927,538346,3040432
1928,538324,2981329
1929,549998,3033342
1930,560325,3031662
1931,543539,3185374
1932,548807,3056079
1933,533279,2997262
1934,531570,3058231
1935,531680,3056284
1936,531766,3031221
1937,534247,3061348
1938,580155,3055639
1939,539765,3094981
1940,534756,3050243
1941,531951,3040265
1942,548180,3044185
1943,539750,3058154
1944,550150,3034592
1945,529380,2996408
1946,555722,3092450
1947,539305,3000243
1948,524295,3044115
1949,537991,3055207
1950,535912,3154451
1951,555144,3125679
1952,551830,3109745
1953,543087,3015756
1954,555069,3085707
1955,540616,3058624
1956,539572,3090037
1957,537500,3088002
1958,562103,3065667
1959,542217,3052790
1960,548347,3058315
1961,549363,3045862
1962,539701,3049717
1963,542021,3021286
1964,526038,3003401
1965,550176,3043106
1966,534309,3065836
1967,591780,3195228
1968,552798,3159641
1969,582750,3213627
1970,596759,4082389
1971,567474,3150244
1972,547898,3131350
1973,557811,3090923
1974,547723,3343701
1975,596864,3239795
1976,582688,3097046
1977,564544,3087853
1978,587452,3216791
1979,609196,3307349
1980,610164,3460205
1981,543653,3137052
1982,557074,3149498
1983,708800,3328098
1984,584592,3279086
1985,599116,3172337
1986,555365,3134574
1987,557581,3108655
1988,557162,3300393
1989,592163,3241039
1990,556575,3104081
1991,547184,3079415
1992,543947,3102161
1993,555731,3076378
1994,548502,3456391
1995,591117,3124768
1996,547244,3117230
1997,550542,3245633
1998,658847,3506842
1999,565212,3298276
2000,564346,3148000
2001,554445,3138459
2002,628659,3366383
2003,565320,3216080
2004,546103,3106050
2005,540973,3234543
2006,602628,3403616
2007,570575,3198834
2008,546026,3163905
2009,573713,3077826
2010,543383,3141041
2011,570329,3276454
2012,573276,3139028
2013,564666,3072925
2014,554252,3051673
2015,584910,3033981
2016,546453,3065988
2017,547690,4002513
2018,557254,3746099
2019,557412,3109684
2020,553820,3098768
2021,568033,3052828
2022,562632,3132525
2023,613518,3378116
2024,750131,3252787
2025,575007,3038375
2026,540801,3151969
2027,624805,3291737
2028,583295,3139406
2029,600087,3188582
2030,579426,3111197
2031,556244,3291746
2032,562417,3276565
2033,557538,3237445
2034,562252,3114071
2035,554707,3077840
2036,531995,3045348
2037,531178,3057472
2038,536781,3042347
2039,547573,3125342
2040,544025,2994918
2041,539809,3061763
2042,543952,3046759
2043,553068,3133201
2044,548208,3034511
2045,539730,3055657
2046,549465,3055530
2047,530555,3059452
2048,564443,3063389
2049,541181,3055402
2050,550146,3063310
2051,550751,3037947
2052,543636,3080572
2053,536731,3096601
2054,560091,3059144
2055,543676,3150882
2056,554988,3038924
2057,546225,3032692
2058,565872,3110216
2059,562464,3066482
2060,543774,3031342
2061,549949,3072038
2062,548133,3142269
2063,568303,3135256
2064,561529,3087361
2065,551814,3115741
2066,545666,3175126
2067,550639,3065048
2068,543742,3029641
2069,536815,3164680
2070,555585,3124875
2071,540222,3061692
2072,541243,3015465
2073,562281,3109185
2074,543368,3095906
2075,525644,3067770
2076,544880,3069865
2077,537791,3051670
2078,532857,3090257
2079,562301,3048190
2080,524039,3057537
2081,557581,3120063
2082,550257,3158472
2083,562425,3078383
2084,548706,3106336
2085,538908,3090871
2086,565650,3117751
2087,548869,3104730
2088,549836,3070515
2089,570301,3060352
2090,532076,3153639
2091,546739,3076198
2092,548649,3069221
2093,534339,3054657
2094,564798,3128584
2095,551725,3106134
2096,543120,3052682
2097,549079,3070800
2098,552881,3220769
2099,554429,3092905
2100,535810,3114553
2101,542832,3072652
2102,533492,3051925
2103,558468,3082188
2104,551540,3028460
2105,536761,3049650
2106,545875,3178305
2107,572814,3069906
2108,543017,3074194
2109,642623,3108200
2110,547673,3017531
2111,563471,3076613
2112,534618,3035206
2113,545496,3078307
2114,545120,3065639
2115,561719,3074460
2116,542397,3026086
2117,576507,3114905
2118,536676,3062808
2119,528029,3103183
2120,558535,3063912
2121,545621,3037008
2122,538652,3103288
2123,550405,3161458
2124,546270,3261951
2125,549811,3095507
2126,541997,3069617
2127,538846,3018963
2128,537507,3064307
2129,543285,3095411
2130,538956,3052224
2131,544939,3034056
2132,531641,3076291
2133,536908,3061639
2134,551871,3017473
2135,533321,3073122
2136,536579,3042135
2137,552629,3064743
2138,537919,3114957
2139,539789,3112521
2140,537591,3060035
2141,538798,3085287
2142,548893,3112171
2143,554609,3102685
2144,551879,3063403
2145,555819,3093814
2146,535142,3034988
2147,536685,3245880
2148,562401,3126936
2149,554629,3087433
2150,547699,3096915
2151,574142,3075270
2152,552944,3090989
2153,565690,3105770
2154,561541,3068313
2155,547413,3082090
2156,537157,3024578
2157,553650,3013648
2158,535020,3044331
2159,541406,3064004
2160,534641,3068034
2161,560741,3119140
2162,531143,3046016
2163,541452,3078568
2164,543715,3097516
2165,530277,3052285
2166,531602,2996884
2167,541507,3017427
2168,569505,3023591
2169,529050,3036215
2170,533408,3049192
2171,539749,3111590
2172,549624,3139064
2173,547132,3043991
2174,555682,3101174
2175,547680,3025939
2176,560748,3064379
2177,559515,3084508
2178,544374,3058416
2179,561132,3074114
2180,540120,3142142
2181,644526,3113158
2182,540776,3056676
2183,566468,3142299
2184,557317,3030425
2185,532783,3086180
2186,543212,3075041
2187,546487,3071558
2188,578083,3164413
2189,573029,3080403
2190,545510,3095268
2191,542605,3066250
2192,542898,3032641
2193,533900,3053942
2194,531507,3076484
2195,529442,3039629
2196,522660,3180450
2197,565596,3133522
2198,556374,3158311
2199,553659,3065807
2200,550776,3056597
2201,551213,3118960
2202,556834,3067912
2203,575827,3113229
2204,581019,3078488
2205,554244,3085249
2206,547351,3040671
2207,547088,3071370
2208,544878,3074532
2209,548382,3048101
2210,538944,3099575
2211,551419,3108973
2212,561080,3155779
2213,561426,3218728
2214,551495,3051565
2215,541627,3084822
2216,551215,3052690
2217,541632,3067866
2218,526892,3144646
2219,540091,3069094
2220,542481,3063032
2221,541166,3049935
2222,538032,3034137
2223,540938,3063678
2224,548452,3000940
2225,563494,3063599
2226,552845,3095520
2227,561057,3282276
2228,559841,3060301
2229,546213,3022832
2230,543709,3128911
2231,555162,3095844
2232,537430,3085445
2233,617864,3142742
2234,538370,3100966
2235,550558,3210942
2236,559422,3041796
2237,533531,3048223
2238,533931,3098424
2239,533474,3069830
2240,522212,3075835
2241,538814,3126992
2242,547652,3050597
2243,542200,3141913
2244,574610,3022364
2245,536680,3113026
2246,551634,3166363
2247,539495,3039873
2248,531200,3026568
2249,543295,4126501
2250,559764,3077038
2251,550142,3084741
2252,561385,3031316
2253,545614,3060954
2254,555003,3107019
2255,526782,3088533
2256,539929,3073755
2257,546956,3079866
2258,524668,3065571
2259,567604,3232144
2260,562050,3182799
2261,551197,3135719
2262,541946,3098605
2263,716451,3103029
2264,553174,3075170
2265,552727,3065086
2266,533674,3111403
2267,545872,3087757
2268,547481,3088458
2269,530288,3068100
2270,544249,3032437
2271,539454,3101182
2272,556401,3104930
2273,558166,3038852
2274,549988,3058402
2275,538977,3036067
2276,555417,3061442
2277,565757,3071867
2278,546913,3096557
2279,539035,3237653
2280,562350,3098418
2281,552884,3063731
2282,532118,3085884
2283,551223,3114270
2284,539191,3066306
2285,547291,3041343
2286,548898,3034373
2287,547269,3122378
2288,551544,3077369
2289,553639,3096346
2290,552373,3111189
2291,545726,3107587
2292,551736,3076155
2293,529418,3089399
2294,545372,3051178
2295,540604,3098808
2296,542809,3056172
2297,554716,3039632
2298,539373,3082315
2299,548180,3096739
2300,538396,3108455
2301,548773,3090563
2302,553318,3059063
2303,553428,3085426
